timestamp,alpha0,beta0,gamma0,delta0,theta0,alpha1,beta1,gamma1,delta1,theta1,alpha2,beta2,gamma2,delta2,theta2,alpha3,beta3,gamma3,delta3,theta3,concentration
1542568930,5.2146936497984395,1.9260268501382187,1.1800959402823872,6.200916640077137,6.102796651144194,5.317779935240018,1.889534321082131,0.8660816624687705,9.499414526061816,7.036772774517443,6.4206133342027245,2.1888005786413864,0.7070580602232514,6.027847274443042,5.411744789413031,11.493458946253769,2.0145848167582034,1.4802001157992806,9.381992359338598,4.809327515138902,0.8
1542568930,10.519472065943955,4.758673708712188,2.1360422914334483,21.26025526549828,24.94471021412584,2.169659228918535,0.9892184755865578,0.45749954862824105,5.610191726362998,3.9960330540098647,5.461636744690725,2.371734251021508,0.8967357341379588,7.6268939572601955,8.700428032204856,9.649599888850144,2.891222990744226,1.522870977146091,9.106298369914427,10.24295438362655,0.8
1542568931,15.386991961094509,5.412367522512214,2.399925794783382,17.68501695619421,13.737075054681252,5.554456447410543,1.103951916266103,0.8071511329383381,10.620739638625638,7.226481777942121,2.0472132027566254,2.085624322345634,1.0893691083648287,1.7990894543945455,3.3176464000148327,6.6242826117091775,2.9060500345560767,1.5682981240798881,8.27373762220338,12.399254657396721,0.8
1542568931,5.202238194825006,3.5867233772075675,1.2093222790565106,13.613793474088233,9.046835429351539,5.341865013671071,2.050588556107736,0.9555572086226063,9.824654459135857,10.986499776716927,4.015447253892783,2.194145792077295,0.8262099925846004,4.984826157351415,4.972923859199804,5.813232109521281,3.236248477756649,1.6287333359792446,10.54294947762994,14.713833358150366,0.8
1542568932,8.744446376407362,2.534862515592471,1.2709704224653549,8.49971558603512,5.769640787418087,5.149295701545885,1.6655202126664759,0.8245976142776373,8.482459695934175,8.729274974464362,4.932657652927468,1.4024176787110167,0.9196476452649494,8.51916121095686,6.763293664506893,8.057214201063223,2.1538906803816595,1.7028894820721867,8.24441460404469,11.573979753162659,0.8
1542568932,7.723950203116563,2.3869331900765274,1.3875971069521225,13.774568104851015,9.64667068569946,2.3823606231025853,0.9294913355645337,0.44014905553125677,0.7232569240316981,1.0921892433849483,5.822458329137405,1.5372690209556723,0.8282893845521121,5.49571743722076,5.399172692971255,6.496177308898607,2.5553488205381223,1.651238357609835,7.640747057771848,9.625318032440589,0.8
1542568933,7.9105680883696365,3.4911779351569616,1.3594091576081189,10.779972010061059,12.690645205672585,9.210920193264286,1.8195715554586793,0.997384462955982,4.580590219851382,9.774312432278533,3.1836249098539255,1.021127062532715,0.5291286400046035,2.068757479092257,3.0315601233292946,6.203204494725085,3.4863803513788714,1.7418208663407788,9.764790051331937,12.104268450038264,0.8
1542568933,7.16614766690456,3.201338500179724,1.655206027153178,54.81762972132516,32.721491518003155,1.8213645649496328,0.8565879695850974,0.4844839614124152,8.131078877466717,8.099574688136968,1.72382979465553,1.009336304251411,0.5707169293667274,7.923748124865472,5.271179116954225,19.953547224851253,5.71901413216713,2.8456371642224503,30.043196828684152,22.480026299111557,0.8
1542568934,6.864962973454301,3.458380967033686,1.5262677635087067,28.65525933682926,17.091961076363734,7.059141824580652,2.2268480369664685,1.1126393927142517,10.734032808792307,5.45868046451848,4.8700473083193465,1.8672488630335522,0.8494835046990546,6.901283831491105,6.093625802305471,10.744802773960595,5.7711214383039815,2.3570853288053253,18.761313217565913,12.588465369713564,0.8
1542568934,6.4430068931974676,2.8974750704084107,1.4635006108592905,15.755167072564237,14.962284177289614,1.787701510506765,0.8259520959901181,0.38574593968766663,4.127266783098115,3.539171727699712,5.825287006130902,1.6372168381666157,0.8844424573506381,5.834356678987713,4.825933090416932,4.589423475779843,2.436744197292525,1.0742347522392253,14.393608622963544,14.59976883039118,0.8
1542568935,7.894183708126028,2.5387927516903552,1.4172499827275467,8.561192890495061,8.544064308238195,2.0484725866490767,0.9101285779091639,0.4431356802367216,1.4431724058542246,2.254860013806243,5.288673859653059,1.7877315799804272,0.804453550386778,5.7372639972835255,5.669119969210491,8.744533000150398,2.8697904091684046,1.52197996592323,9.509959901650127,6.196908814303633,0.8
1542568935,8.059809967143819,2.5505658748103013,1.370469397514633,11.62521452182823,11.076602941866707,5.272235545309663,1.5093455225959833,0.7321994660946769,7.90393848274353,5.946937052285007,6.196979826852136,2.285242867352321,0.8757429292184461,6.427940298959167,7.840138580601294,1.8448868261179703,2.1460200108318674,1.1560576954108144,12.363486571251528,14.577032763471045,0.8
1542568936,2.8864130327706063,1.9947934326078043,1.213208703347628,6.642434058245506,6.779159778140015,0.636159639329025,0.7636871766502749,0.43288625232777134,2.0102895529362654,3.052566914100937,5.399953349104906,1.7250866098580964,0.8931329810222558,7.467363358709937,11.035542595250593,8.356264566781505,2.1770666650174935,1.505882120743618,8.871021446494774,7.414737200510827,0.8
1542568936,3.950561285594619,2.953976154582749,1.3190209186474093,14.202736523277103,9.606585849540766,1.7755948277056577,0.823504587661023,0.44765769729052457,3.8127086741494685,2.412087993164259,12.279649951549521,1.5416949780764164,1.1714032075643552,1.8459390421580104,2.6091368830147075,9.83415352833831,2.4143913413446274,1.514031143380983,9.802895074084107,4.466714456604931,0.8
1542568937,6.315811481686197,2.1019923441949917,0.9082468122767021,13.714761497480385,6.447168268434006,3.830545255687589,1.1808008536163899,0.489256485619889,2.834449024161314,1.8602132283274093,6.990257405594332,2.5564547737656462,0.8969109280452201,6.533265201483331,5.802611436746462,6.481359526678365,3.7340580674597197,1.5199386916302569,11.591732770116234,13.843797297030324,0.8
1542568937,5.584181841771133,1.720122504161513,0.7869640666872031,6.373730493326479,5.784544346783197,6.275800352916746,1.9205569300470218,0.8092976342539479,7.019014455471039,4.683618015747969,5.216857553641387,1.9789429262009024,0.8113252467635759,6.741139684705008,7.833851629421223,11.564306451574693,2.162809584475144,1.5959006993013027,9.375039152656104,8.25085322647865,0.8
1542568938,5.48907602214247,3.6809352070007555,1.3604768575408284,31.816688219874393,16.036339136579965,1.8405815744222362,0.7491366853981005,0.4668662056221076,4.0593372185393,4.37799979672768,5.203328103506694,1.557673101641165,0.8161919219365945,6.167960582045373,6.7787813080693216,8.157937143381412,2.0105749902807792,1.2861268569061288,8.302249300694065,8.99136149051878,0.8
1542568938,15.655957715771805,6.146804168196823,2.724964442027164,18.73532596005024,20.876645394207898,4.662392736096385,1.9348942625486838,0.7880878433148526,7.930994303209119,7.504110542329798,5.284789339721574,1.9914314702543376,0.9026073398195668,7.917359264611647,6.784929738457272,6.122520594731472,3.1167390270506568,1.512920460948017,13.333615777871223,12.896816299235104,0.8
1542568939,6.768633763768161,3.1322910846810923,1.5933485086441583,10.493977756394841,12.857817076048374,6.358986634763341,2.047296690269309,0.9397510079116437,5.969370215052407,8.830242649691158,1.102615698176459,0.9164944865632043,0.4899105349871103,2.3703140121573076,3.8443617345821957,8.682170504475225,2.0298672090231356,1.6893121749298563,4.182938182843631,11.106377023124873,0.8
1542568939,7.803429896393504,3.8266214148224242,1.5253075433359105,7.217735748426499,5.713057514646213,3.9727415429949886,2.724989355979252,0.7982157902270989,6.069197422746273,5.89509978636138,1.3234814936199117,0.6460016046233038,0.53017428366386,1.6014842342317728,1.8386487671363172,9.93214047682678,2.286354731349169,1.4932088794774516,7.6754068752743745,8.187791835720628,0.8
1542568940,4.9429136705085215,2.630853021749689,1.1678022033787043,7.55930375538218,9.245902765903322,3.2561211138001145,1.9829806473525409,0.8659499119634865,4.2884651829077995,4.095713899166309,1.123459461774453,0.974547535880142,0.4704636320807372,1.2665054448427002,1.1298408594386138,9.577250195001271,1.9269361337002673,1.6094162914059789,8.15454515861795,7.56757589765547,0.8
1542568940,4.226530081552059,1.2807004343664654,0.9862258932299189,3.6113423488662644,3.292745056027017,1.0915336593738425,0.9191605859977392,0.4118000919343852,2.2578622636855328,1.1486106662644442,5.329000460782782,1.4858578037314631,0.8433596256134834,7.25158015366784,5.922381328681168,7.033710002371584,2.6329126713700224,1.5134913837632404,7.701649094070838,13.250489966835985,0.8
1542568941,8.137998417287667,2.218651887349221,1.278516431516774,24.314401164329144,17.499183288610205,1.0180680579182528,0.8846020631167218,0.543549860497827,4.618452905628589,5.373723777722323,6.232099907009963,1.4364628993768445,0.8180797215391185,6.969981465823748,5.635597818371698,7.048084227692645,3.154662903273147,1.4576180538349928,18.53201427361956,15.456831609688788,0.8
1542568941,4.13969861430249,2.6948003870659494,1.2839866240920954,18.069608687642443,11.053666423281955,1.073679957745629,0.9780010715206104,0.41421924670953336,3.711753122329286,3.898654460500931,5.446384534809954,2.0690250739060456,0.8618685287054216,6.3659437815743125,6.542844087895725,9.6151435151503,3.7436839049288935,1.7625010578291715,22.395871270457885,16.220461984551992,0.8
1542568942,3.7808019968978726,2.2527984687079283,1.1966007918252246,9.45891424947303,11.880698056136207,0.8740175994236008,0.9296249933512676,0.44492366818099205,5.249126421169912,2.373881758132565,4.789469132123876,2.0435305198009397,0.8737924878413855,7.660710984139376,7.134432231878291,5.267335693309001,1.620339826599777,1.3479081056264601,12.849912014397162,14.921520572053751,0.8
1542568942,5.386928665921636,2.733418257823875,1.2702695018888845,7.620388443622961,7.703918967997872,2.440834350719753,0.8298176063070916,0.4374737503793781,4.1492913240701625,4.147165894085467,5.237682998634731,1.1440344972483552,0.7252490152989925,6.926840342601241,6.022550522041119,6.485566448760891,2.199746181582211,1.5391628876550154,5.262979124759554,10.530520863468373,0.8
1542568943,5.708507324201104,2.68878699140493,1.5513031106132473,30.045639250483102,11.22149130067313,2.078353434087806,1.0360906234785525,0.47395228634435593,2.51551856089866,3.220480266715768,6.03536928818517,1.7366817720930294,0.8996768661985636,8.609328300396683,10.679273350126376,8.41269986978999,2.206765531194785,1.6715104168067862,8.249704781147301,4.33074542442847,0.8
