timestamp,alpha0,beta0,gamma0,delta0,theta0,alpha1,beta1,gamma1,delta1,theta1,alpha2,beta2,gamma2,delta2,theta2,alpha3,beta3,gamma3,delta3,theta3,concentration
1543421837,2.4577968558871555,1.6708152244712184,0.9717717036103853,7.503652914230237,8.018853219851657,3.337515887160927,1.4639286075930478,0.5523891181951064,5.624531283162854,4.807889773686769,1.0876529319079211,0.9650582362295794,0.3013450514776115,2.819281642415958,2.6575433018555605,5.089557728382246,2.1248020988955494,1.3277229803012545,2.870170559512059,3.5313496392586092,0.7
1543421838,7.278750042115384,3.281480640137138,1.597924439870615,12.071847812305528,14.154645931094041,1.7833853630759509,0.9152332679776709,0.4145480583319052,1.8811224716208428,2.8111202715123347,1.3815874705341733,0.7823754116151151,0.40752775261423324,1.3709368595106022,0.9774799430820851,3.7555481235089103,2.8844066638580586,1.5479156806382957,15.070846724252096,11.062638725848837,0.7
1543421838,2.4649885657639055,1.8668508448737242,1.312936307619979,13.637771288496216,9.638646104377967,2.8279133918293966,1.3695322082911663,0.5240568327952712,5.1951116750689685,6.626341704826245,1.2403625878977864,0.9286805227005479,0.5037068357961427,2.90769983082885,3.6673567275912493,5.135419947716098,1.9932915542783753,1.3935201522608682,6.241177830356242,11.484469953524922,0.7
1543421839,1.870220415098873,1.8239714640856788,1.2109345783228198,10.574000376994228,4.7120525256389305,3.122078564822274,1.137523960227075,0.516992464740375,6.416478870964923,5.014958536032056,1.250427350515576,0.852919602998583,0.3711874291055723,2.679051613130998,2.9015533084975598,3.9190207319936525,2.3928866273908103,1.7070303757000034,5.713234270773754,6.81476168877618,0.7
1543421839,3.427257083196626,1.7168235634338562,1.053838979502832,5.442769989385207,7.2562823800077245,4.743656526551007,1.5665117693762403,0.6703714948109636,5.014368536203054,7.079632134573005,2.4556144819932286,2.144019231626305,0.6878260969770418,6.859644526605739,10.960430709630998,4.149159780893284,2.267537072922492,1.4231194758016674,4.041262948361658,7.076259218877571,0.7
1543421840,7.545945237643608,2.9443621749732016,1.2969428174960027,4.9637529878555195,4.6239792596834315,1.2825565112743555,1.2041212323397281,0.4265841327874995,4.583100408145048,2.2848453943215556,2.3426274167065926,1.2070746592235717,0.5584254054282493,4.642851318729498,4.451330337811067,5.329607463368768,1.8485958139330156,1.589902884163359,9.292429016082927,9.931932730175866,0.7
1543421840,3.283301822502693,1.5757226933713715,1.1113554276131006,8.096829618772727,8.357673840331827,3.4747365200676215,1.1644463303704244,0.4863618919835394,6.063246228663319,4.944437493996468,1.5358622177934784,0.8505648223364025,0.37463479564290103,2.40967335277447,3.028395739678053,7.027627809797086,2.190144898395995,1.6612786822338523,6.327830855415319,8.584702206860392,0.7
1543421841,5.70558141764682,2.024859086021131,0.9975405516678773,1.9947833386925833,6.75563169679426,2.5389901588598747,1.2244164046386767,0.3419140106335073,6.3896268005147885,5.206887646782906,3.518329676814441,0.9505909915487367,0.38388548816288154,5.889511363646701,3.906734329485036,5.321769668170319,2.319843755776457,1.364988048398929,7.216262620677068,7.6119606574188445,0.7
1543421841,4.5976046631508884,2.232017773373294,1.2221591303846286,6.216690504935598,7.244602472851442,2.0139699723342006,0.9456193390189546,0.27434138373841205,2.2542921923677097,2.907572284126793,2.881875956527407,1.2842365790062633,0.46213725270055445,2.815107738936754,2.5896996216839248,4.498201053080204,2.3819722439742623,1.3478833993049262,10.45647170934392,7.574322127929843,0.7
1543421842,3.9359121929394383,1.9919864411154395,1.0893320002886375,4.105185282041839,6.726929659997972,0.8536476356600001,0.6026564813482863,0.47577421921426816,1.2213846105855666,1.4170957873618537,1.0472622805339065,1.0434167824848688,0.40949337414528414,1.8863586282992229,1.7536929266821075,6.2509084181249355,2.2583653291220807,1.525113830293788,9.993576181102327,6.823989334762321,0.7
